"PC1","PC2","Z"
-148.913694138638,-34.748363990106,1
-334.640554227239,-239.757326461189,1
-194.58897937301,-28.9165571345748,1
-297.287318114136,-72.1435772435283,1
-110.648003655187,5.44202655754348,1
-245.757580714004,-37.5667511340012,1
-354.719420374637,-189.726257939671,1
-101.292894789815,0.808397974705517,1
-1058.52810771293,133.8129800126,1
-175.058708417342,14.3977001086605,1
-10.718500333762,-3.38817037376304,1
-117.286291903635,-9.76976857923294,1
-558.492619593123,-188.550967073021,1
-61.4951705597018,2.2115823006853,1
-43.9349924462372,-1.92074500471816,1
-120.901243686827,-7.22870544332986,1
-220.737034612186,-27.622990196859,1
-159.135955359555,6.63257046483849,1
-109.869316153773,-7.88329018720604,1
-857.167656181234,-0.331327157087657,1
-41.346918496164,-16.5657705149013,1
-214.701798151752,-105.455234247323,1
-3027.45967226649,318.170795536313,1
-2545.89328929899,-339.458534458236,1
-2545.89328897224,-339.458533962983,1
-102.608597144363,4.97346071565675,1
-95.0919993402449,-16.4363478558942,1
-318.815836935584,-7.86033795130059,1
-229.088323673936,-23.0084704794542,1
-191.201319666067,14.8216521980363,1
-115.605526058687,0.129640271883762,1
-30.0980040631639,1.9655433988728,1
-309.870035113057,-80.676072594365,1
-68.8042281735735,-11.0515710918436,1
-309.870035113057,-80.676072594365,1
-68.8042281735735,-11.0515710918436,1
-309.870035113057,-80.676072594365,1
-68.8042281735735,-11.0515710918436,1
-169.370629974238,5.98509333017608,1
-68.8042281735735,-11.0515710918436,1
-83.0493331114391,-47.0864427216645,1
-36.6763399821124,-0.966952073612723,1
-70.5981500288586,-15.5630123570615,1
-221.260201693546,-42.6134249358014,1
-77.9174990862887,7.04523904987823,1
-506.247617451127,47.1285550872736,1
-147.138546757123,5.59029874070795,1
-595.7663539105,3.89314028959073,1
-590.836956437282,3.05590846419123,1
-355.560161396552,-256.131530024758,1
-215.686450093252,-105.278952844162,1
-595.7663539105,3.89314028959073,1
-590.836956437282,3.05590846419123,1
-2478.40530923172,-181.188759864604,1
-993.095554897883,17.4677487814303,1
-282.285354053872,-1.79139497976548,1
-664.667355538626,10.2378369235852,1
-170.581496629395,-24.9125215116426,1
-173.229827006507,-4.85817327220019,1
-114.590000885053,6.13849022364292,1
-499.954663962915,-256.517583034247,1
-294.059808778928,-29.3153116996198,1
-95.6915755918287,3.930279642563,1
-145.171725452226,5.22082992408691,1
-175.577561927523,5.37263355845595,1
-79.1473742769286,-12.190256583397,1
-724.907715615337,91.490340071852,1
-724.907715615337,91.490340071852,1
-303.283474630514,29.7496700546023,1
-11.1934001967975,-0.223387862570746,1
-69.8866930208473,0.582183687222276,1
-303.283474630514,29.7496700546023,1
-39.3708893662319,-16.8535643860589,1
-2478.40530923172,-181.188759864604,1
-39.3708893662319,-16.8535643860589,1
-13.1708234520102,0.101095829774399,1
-80.4702754311376,-14.0114118146673,1
-303.283474630514,29.7496700546023,1
-1008.98319514385,37.3890164269399,1
-127.140061455327,-14.0188937082884,1
-132.181546248972,4.09270986479128,1
-115.58584153341,0.282522105820203,1
-210.759938495534,-106.138695275289,1
-33.0533025994588,2.47640325736948,1
-121.004273904662,4.18132434073702,1
-203.332973773024,15.1415236123342,1
-39.3347033442076,-4.65923469587174,1
-318.494672353047,-138.278798918375,1
-123.095415733131,-26.092238404763,1
-215.11164782611,-72.1136896228295,1
-615.054116631848,3.68709771720799,1
-649.548451448639,9.63807253696881,1
-102.608595591872,4.9734643486816,1
-437.222388901758,35.512377852977,1
-119.529563974579,6.86158139772899,1
-102.608595591872,4.9734643486816,1
-113.154102907807,-3.33688849669088,1
-112.204361930282,-15.7186412179838,1
-266.563859707686,-16.7374463766664,1
-952.78984440641,27.8276938197001,1
-175.202939357713,-4.53414116490283,1
-569.938189517943,24.4744607157165,1
-573.969325198335,48.5273472105705,1
-172.773427065656,9.93650765859316,1
-130.862967224154,5.85973475724106,1
-50.8422927465287,-6.72371520505278,1
-86.8363601907449,-3.65127148006448,1
-11.1929600099503,-0.225677945200442,1
-154.56527125684,-2.28679597512884,1
-341.655135185506,-64.6313680768883,1
-86.8363604022834,-3.65127183828399,1
-734.367486846309,-178.935893387001,1
-539.821404658672,28.6575214973753,1
-194.401132796722,-75.5731063812711,1
-155.551376186958,-2.11765528318551,1
-68.2271189532005,4.38471432392065,1
-7.0797071728338,0.0992613005241287,1
-301.0821225226,36.8188010631918,1
-75.2016432525183,-48.717528409335,1
-250.849294527951,-43.5664652456079,1
-102.374471801197,-29.4653598383652,1
-51.1373985744968,3.49165310717347,1
-168.912611411604,-15.0785303566145,1
-101.599233737543,4.97983112130042,1
-987.292055712243,33.7188275295787,1
-573.969325198335,48.5273472105705,1
-63.9768416423435,-0.471163896278652,1
-189.866915027689,-36.9663555390549,1
-573.969327948337,48.5273425537168,1
-188.882426408711,-37.1453098467308,1
-92.5875445926537,-1.70967778430435,1
-232.448570883225,-102.450373322829,1
-264.475777643638,-34.2800083762825,1
-265.462565737453,-34.1195935762008,1
-149.865141554615,-22.4096433511433,1
-362.929192263291,30.9828662124094,1
-138.270909380742,4.04598079959543,1
-121.991498448579,4.34066547602681,1
-169.897434941037,-14.9068519069548,1
-82.0572931653944,0.582592670246058,1
-1882.8422596596,-737.00118261919,1
-539.821284205972,28.6592360573467,1
-62.0224818896892,-0.938738633986071,1
-267.27556720393,-182.580444529136,1
-188.882467159692,-37.1453360556233,1
-59.2295112220921,-8.32897900008011,1
-99.5955208405861,-25.0942233310707,1
-954.748267652814,141.667237917711,1
-954.748267652814,141.667237917711,1
-1407.68243184654,-350.71131497079,1
-248.812037045988,-19.7078025369165,1
-102.608595591872,4.9734643486816,1
-91.7494820351067,3.26737935168109,1
-889.854631477466,-216.535946517311,1
-477.503995144809,31.2742684816229,1
-142.675189736297,13.9628458801527,1
-142.67517117105,13.9628575778004,1
-307.92060887012,8.52047693228365,1
-354.055255215645,29.4843124240299,1
-96.3568635092317,0.000171522502084187,1
-177.322778665146,-112.527484036785,1
-1079.58042855792,135.216495652761,1
-146.157322600756,5.39009832032494,1
-963.64800421309,29.5638854061131,1
-88.9486330474812,1.8178171577708,1
-583.395242834648,-339.041929651083,1
-32.063594094245,2.3083028034468,1
-32.063594094245,2.3083028034468,1
-1131.98924618552,143.203626005279,1
-396.400318906627,-82.6155812799934,1
-296.953648382091,7.30233963774311,1
-74.7934116857991,7.51974889532422,1
-620.237848295493,32.8541703163441,1
-404.306000802115,-81.4254395196209,1
-40.9890863194871,-8.43825769968585,1
-138.731120199633,13.2975366308869,1
-230.487561102211,-79.1620418231936,1
-404.306000802115,-81.4254395196209,1
-62.81743522733,0.388459468308586,1
-261.630658446912,-17.5489347363416,1
-1120.67162996125,138.139358484416,1
-131.702472915311,0.9055862320171,1
-159.02706855549,1.21343540184928,1
-1558.92486121361,143.791325961196,1
-968.115785067089,68.9977750988495,1
-968.115574475077,68.9978770857962,1
-57.6268564883584,-16.8671093383733,1
-233.614044018702,-79.6569199257411,1
-126.943893296829,-0.92609907575012,1
-207.529050154733,-15.5003743859634,1
-798.081907858091,90.6503055422571,1
-207.529049852569,-15.5003735518104,1
-1120.67162996125,138.139358484416,1
-155.17487569581,12.0258699842336,1
-971.531733251782,30.9283688117004,1
-116.774610892711,-6.75138450625782,1
-406.584765083717,-5.02747306010389,1
-96.2961724072022,-23.5803538727087,1
-132.894111314685,-12.0615427343569,1
-75.4712116409426,3.54220033061227,1
-406.584765083717,-5.02747306010389,1
-406.584765083717,-5.02747306010389,1
-86.1537635065675,6.30433854917093,1
-212.422198450042,3.42425042116394,1
-75.2007928874031,-48.7171552159669,1
-392.469544263004,-83.3863294177895,1
-417.673446597301,31.1469873746751,1
-262.616169143712,-17.3785933938921,1
-392.469544263004,-83.3863294177895,1
-953.66694149716,10.7177946579917,1
-392.469544263004,-83.3863294177895,1
-184.243222180957,-111.517683826921,1
-1190.64914924613,156.114726546031,1
-878.862820091419,15.1591010958584,1
-516.501522327467,22.6226163988149,1
-90.4832624720479,-13.1992645580705,1
-1119.66532027811,144.063002040553,1
-132.518884966009,2.07779372910499,1
-116.535912495404,12.5894286803357,1
-437.796491796948,62.0005051131485,1
-820.891179035884,45.975560151694,1
-391.640768983821,-233.815713446969,1
-601.136066503951,37.8817554785316,1
-1455.40320472507,126.244222178586,1
-289.689240107933,-3.54939273824417,1
-239.134460928696,25.3126856428928,1
-270.174201437051,-2.23115623396841,1
-138.731142203132,13.297526145006,1
-130.887141216576,-0.235705081990698,1
-38.192523666675,-9.87036046819941,1
-246.436852555013,6.21615132927921,1
-220.055436708709,-23.5449902634655,1
-68.0718412280532,5.31039765264225,1
-241.339520355237,6.36877598551818,1
-121.025522936061,-1.90562287392147,1
-138.731120448459,13.2975359149603,1
-121.025132191882,-1.90523709322975,1
-192.177831790957,9.13437410081915,1
-90.4832628171961,-13.1992654951838,1
-57.0635557780646,-1.55279866711719,1
-122.111906483357,-26.2798691461044,1
-113.411234109671,13.0699254512458,1
-270.506809876912,-16.0637794410878,1
-1109.00606705603,135.161836347914,1
-437.796545272892,61.9999108025811,1
-391.559599952019,17.7140357472191,1
-19.5852730676142,-1.85355564085249,1
-90.9980289597292,-16.2729804383616,1
-56.4856018343743,-16.1144825867281,1
-254.507731260128,0.507457709976045,1
-246.436852343475,6.21615168749872,1
-138.731114131146,13.2975426198322,1
-218.499875667335,9.37831078334353,1
-364.337117580525,-60.834698508638,1
-19.4139736816732,-0.861988236395232,1
-218.499875667335,9.37831078334353,1
-19.4139736816732,-0.861988236395232,1
-962.101455704667,110.284947405504,1
-34.4056727610366,-5.51180924965615,1
-110.208301945065,-9.89381292672489,1
-1024.21410753504,120.815696635751,1
-137.813855920801,-53.0258831685582,1
-57.4679795070958,-15.9188117745282,1
-77.8983048829101,-28.7099004965364,1
-77.7689952156282,1.94735501271582,1
-220.581513609576,-38.591281236907,1
-360.709072559282,2.26622577799609,1
-123.985100049149,-1.41341150406636,1
-65.4368841981866,2.88571645748461,1
-77.8983048829101,-28.7099004965364,1
-39.3205365841153,-4.58600753612864,1
-138.731114495188,13.2975417668726,1
-58.4508120998963,-15.7273675703227,1
-77.8983048829101,-28.7099004965364,1
-120.040566341259,-2.08362675968589,1
-123.984887104875,-1.41332699874427,1
-2366.45299967138,-1754.36776138118,1
-65.4368841981866,2.88571645748461,1
-1247.53638989868,143.741405760266,1
-123.985100049149,-1.41341150406636,1
-65.4368841981866,2.88571645748461,1
-360.709072559282,2.26622577799609,1
-51.9756980107507,-1.48446773014365,1
-77.8983048829101,-28.7099004965364,1
-138.731114246362,13.2975424827992,1
-436.810601785638,61.8329810973876,1
-57.4679795070958,-15.9188117745282,1
-166.464534536326,-18.656388174274,1
-20.8866166926752,2.43936254779536,1
-18.915060491982,2.10464299754726,1
-3306.56702438077,66.7155568588994,1
-2.15089788416168,-0.738335184923138,1
-81.2138907805708,5.58152343321538,1
-551.589522727355,-4.76583110521867,1
-138.731114246362,13.2975424827992,1
-6.09505550851158,-0.0698658846685436,1
-551.589522727355,-4.76583110521867,1
-98.1389568500904,-46.273738530988,1
-652.048847306432,102.419079199269,1
-138.731113908583,13.297545671033,1
-132.169682155574,10.091419888623,1
-3306.56702438077,66.7155568588994,1
-140.408917350901,3.3886654843244,1
-2554.1141422923,-1893.55808195601,1
-180.200100376961,2.0186802291039,1
-62.1751810227369,-1.79152856597799,1
-135.955786229873,11.6543014095784,1
-2206.16554557656,256.598169934772,1
-190.147367875913,-26.6403668761305,1
-30.7460110075719,4.11197478998317,1
-56.4856018343743,-16.1144825867281,1
-481.309034844865,26.788996579467,1
-37.3362065002158,1.13939008827215,1
-1494.01810600638,-422.999320830747,1
-121.666932112517,0.307573175011505,1
-1308.54076374375,148.800120154743,1
-439.768324692636,62.3338312382004,1
-446.669918028743,63.5024284335025,1
-1051.6267067982,132.642942639305,1
-1278.92220532062,96.3426669124458,1
-1919.96921107688,-351.072769941516,1
-96.5223419270959,-0.953456545060531,1
-21.2787526770369,-11.8889498507432,1
-73.0325816027447,-0.0480872304745095,1
-78.0065171149323,-17.3664126850789,1
-1062.4720183832,134.47970544537,1
-80.4461290313198,-7.88718344489294,1
-140.546404809648,14.523561867009,1
-192.913082177944,-7.17408520025811,1
-669.860355139201,-32.2006757467431,1
-117.078743431645,-2.55158564082718,1
-13.3358079217326,-0.879774445578009,1
-94.7071379173648,3.77052009496842,1
-75.1293475755635,5.56127729955014,1
-112.427010283465,12.8884736889638,1
-111.241963268765,-27.9155788108274,1
-1279.90793838907,96.5112925376405,1
-102.594320026956,5.08288250597875,1
-3518.86503028518,482.477223273324,1
-302.802992203629,14.7217635124219,1
-153.212246460657,11.6155146176657,1
-1498.94743986545,-422.161709389267,1
-1243.04408320384,50.7940428625482,1
-330.588571640573,-35.3980727818874,1
-375.033183710038,-10.3577383821445,1
-1217.29782087227,130.418521663272,1
-122.998879393334,-1.58723763219231,1
-622.82308751607,41.5831423116109,1
-1217.92243347454,168.707439199798,1
-1205.10616026186,166.527304859363,1
-2423.56969737556,-335.904600631088,1
-237.352828506535,-35.835087883195,1
-396.068797962538,-8.79531502083042,1
-234.912849338,-39.4057101874385,1
-52.4560821112341,1.70608179648158,1
-3197.03070624653,346.972467204114,1
-396.068797962538,-8.79531502083042,1
-35.5486938795785,-6.28566651108005,1
-35.3701314660781,0.757721181623495,1
-354.927221075778,18.3657243489566,1
-126.2554612756,9.10980479082219,1
-248.692729223546,22.7778992229639,1
-21.2269133569174,0.447059587301693,1
-248.692729223546,22.7778992229639,1
-267.551424107096,-16.5818453460179,1
-9.56710085821665,-2.56132503819239,1
-485.252955068966,27.4555522932662,1
-234.325874596782,-12.0723963256567,1
-385.869304764922,51.2157200411565,1
-36.8474728133142,-1.9639640231251,1
-40.3448505361979,-10.6459206541474,1
-73.6965040293089,-3.98685776332018,1
-23.194302898239,0.790763896998466,1
-2700.86570622082,-726.067388341096,1
-42.1191590044724,-3.17538443708661,1
-145.327027868504,4.31468082794804,1
-284.306743898,-13.6929576931546,1
-1080.32125159977,76.9902997746934,1
-396.069032281905,-8.79685302726662,1
-261.96882085855,-25.4692394855759,1
-261.96882085855,-25.4692394855759,1
-438.24489626639,-66.1768745088476,1
-100.631160008671,4.66551960893404,1
-80.9169438365902,1.31079090974017,1
-2.15801682566013,-0.742617124645199,1
-144.003954047654,12.1015888972859,1
-231.470929500478,4.74836028871184,1
-91.744766845012,3.25859868059752,1
-86.7006197156642,-8.88822462873818,1
-498.495348969632,9.10551722662825,1
-482.39354370886,8.34219843807723,1
-96.0675439750683,-4.31326488091197,1
-205.905638191843,-137.609786141347,1
-36.1796631400034,1.9846920148064,1
-73.6964683057431,-3.98679514608081,1
-60.0354454185037,-1.17079288565205,1
-1034.03059809321,-20.5472000921084,1
-195.566244966769,-22.7248982777345,1
-1171.77165137986,94.109153407603,1
-24.2072733868745,-5.19579665240298,1
-15.6467790434811,-2.55122078361445,1
-15.6474587168328,-2.55237174290166,1
-24.2074993112163,-5.19602836890934,1
-108.597845118012,-12.4142397689072,1
-67.9511240608743,-11.9053498499908,1
-157.982229125223,7.45450860920043,1
-81.7705689041468,-9.72004551112308,1
-25.5322660772358,-7.02611032985724,1
-81.7705689041468,-9.72004551112308,1
-902.532641446792,120.645064105996,1
-57.7007775149821,6.635055757059,1
-304.315659389038,5.8342644638982,1
-2.15075974949046,-0.738101267582786,1
-329.224543142629,26.3933311554903,1
-594.528700198893,52.8632437611929,1
-1520.00219166471,-241.745423825233,1
-27.5164393551801,-6.78754386911041,1
-1490.42518509927,-246.76292149158,1
-302.856045416719,-57.1789717602813,1
-1498.94743986545,-422.161709389267,1
-285.664636802715,32.0051618667948,1
-41.4510550155007,0.781882785185593,1
-1910.69585953126,37.5732501836097,1
-1490.42518509927,-246.76292149158,1
-479.430400520408,7.88353757190566,1
-703.669510996724,49.3452124368065,1
-63.023609782476,-6.85055399099081,1
-27.5002869466059,-6.66336552522453,1
-91.73147804591,9.34558074138165,1
-1454.01221980758,158.274709772747,1
-2409.09837058454,-209.049261118005,1
-35.2393714919146,-10.4570523403662,1
-85.06380321519,-11.1954469356422,1
-170.418214169551,-18.042075659765,1
-1501.90575761286,-421.664847667373,1
-391.202545176892,-27.9398689899858,1
-142.243680194038,-1.43505385545442,1
-285.122615791354,-12.5294219578109,1
-1050.85901120743,53.6299850562003,1
-365.948571542097,19.1272934297311,1
-72.7028860773245,-4.0867922857228,1
-1985.19995900607,201.976796971744,1
-120.92354924443,-13.2858253198617,1
-139.232246909097,-37.450680199651,1
-3267.63175022462,-629.229467102088,1
-681.376089449454,-70.2564567125889,1
-44.2544109132644,-3.78295814092822,1
-1275.19584975672,136.164391538512,1
-63.0235629234489,-6.85047334128357,1
-125.52775163801,-22.4448168722381,1
-111.491280442925,0.460768394792204,1
-64.1399593909217,-1.40626911348141,1
-65.1255693361802,-1.23691270943409,1
-259.228638826087,20.4488727284218,1
-1535.06619998986,-26.1491880902444,1
-539.022352571981,21.4177106916362,1
-145.147894711154,-36.4498894749502,1
-375.03289425767,-10.355959272037,1
-153.256782482963,-0.615065544622887,1
-375.03289425767,-10.355959272037,1
-2210.30741287446,244.173852122488,1
-492.36165674249,27.2942712572895,1
-119.746504484953,-12.2764400078582,1
-117.776040031316,-12.6200180850224,1
-259.020550215588,33.6090806890597,1
-113.267224523363,7.92705106059395,1
-61.7002315057745,-5.02584086527495,1
-64.0101998779043,-6.68915717721654,1
-380.493600503591,35.0739641420654,1
-66.304823049791,-8.20022979405812,1
-25.3368600321178,0.120435920743452,1
-613.065098321008,-294.836104689641,1
-125.914766580752,11.1110577681603,1
-251.004377980155,15.181756500678,1
-46.0392103787886,3.66584287162579,1
-108.346397590339,7.03373246069736,1
-2.16399088899978,-0.741347857361524,1
-153.256781636809,-0.615064111744847,1
-22.7386999842233,-8.4800782054536,1
-342.989386671273,4.99225419589943,1
-59.1864427958354,3.86940536465337,1
-118.193010303795,8.79579032173608,1
-574.123517033237,-6.07550907088192,1
-17.9310704465041,1.93489963539091,1
-32.7480268001053,-1.7149997420037,1
-2525.11032517964,-378.284852948712,1
-388.4530626448,18.0662395395823,1
-447.511410378096,-1.13195013804068,1
-332.809934508884,-0.741735109573476,1
-991.606160332903,20.2841146738509,1
-222.258027804805,17.131061992917,1
-562.696388932987,-34.3548918126071,1
-97.8485232928419,-2.79764020503023,1
-150.095754108366,6.11048781908087,1
-158.633636922873,9.58683653989513,1
-136.98574277734,-6.27142596946308,1
-136.985742220653,-6.27142467413033,1
-45.5909852445364,-5.73087915073449,1
-63.6649444137135,-4.59872594754907,1
-429.31852615141,-138.790665413175,1
-2758.54770670313,306.88257668435,1
-100.423781086521,-29.9673023007589,1
-84.0751512194399,-11.3409340565767,1
-98.4896522583619,-30.5992837881948,1
-237.814125562291,-20.6469648105737,1
-86.2064914330941,-11.8928077494716,1
-635.85655971291,30.5069205950281,1
-635.856560923106,30.5069183091905,1
-635.856558502714,30.5069228808657,1
-63.6649444137135,-4.59872594754907,1
-88.6886940501196,-14.6157979682128,1
-785.123707945395,-101.600970981615,1
-2974.04946736126,-1021.42027802531,1
-545.924972213985,22.5774547699271,1
-754.558552885143,-106.768764955757,1
-635.856560923106,30.5069183091905,1
-1429.60486274008,-539.797002162285,1
-93.5290725772025,10.697841748876,1
-178.861467824714,9.91907125671407,1
-49.5294685539966,-5.02023174802519,1
-38.0370942698517,-8.95700046269872,1
-53.1071660932221,3.83566184937501,1
-395.306374771855,-28.1748357794201,1
-125.795363885569,-0.130605533321813,1
-300.101376075553,36.5989671748983,1
-323.132505060315,-57.2984942666142,1
-1597.04892896,104.4145261334,1
-32.2791538116386,-10.89971481479,1
-112.469899304698,0.673401604023542,1
-74.9915525384762,0.366868599666471,1
-64.3334252647766,-8.53801982210766,1
-3255.2112519498,356.742975166202,1
-76.1476202287184,-0.45993681428433,1
-58.8755373427106,-0.256577860799538,1
-622.825953623655,41.5609267893398,1
-362.374168281701,4.38451102650307,1
-152.939451376605,-4.70856984876283,1
-92.9473513870454,-27.9781115778207,1
-130.477435516147,-21.7585218125718,1
-73.6880175319347,-3.87543928742684,1
-532.121998240496,20.2393726996826,1
-680.70454508408,-30.3546426232402,1
-133.826486105069,6.32436699633414,1
-1443.74882815554,-431.62501151183,1
-680.70454508408,-30.3546426232402,1
-2178.82311504926,214.579363357418,1
-114.766028208493,5.08433795384607,1
-398.041164614147,-8.46496137923535,1
-32.2791538116386,-10.89971481479,1
-70.0565748188737,-0.412868638886772,1
-54.1133480651173,-2.09884588395281,1
-263.579878249661,6.70384687736165,1
-54.2561934938693,3.04152976011775,1
-38.0368213165919,-8.95687983969806,1
-865.967610672715,97.0420383100358,1
-49.9804735723166,4.3225315481907,1
-363.056849675824,42.1942164920858,1
-277.759109854465,-22.9412663953246,1
-113.06508945323,-32.6930724403283,1
-180.052529826125,-3.06334697104234,1
-133.980929636101,11.390579011328,1
-1037.68328351417,119.208493824723,1
-13.0024154713321,1.10027027085688,1
-2196.68889093062,109.5188531626,1
-37.0502058547796,-9.11735395322957,1
-967.482390826612,12.9558749948863,1
-297.128422941868,-11.5662381758449,1
-388.453063951319,18.0662370325581,1
-349.545839194388,-63.3211183058846,1
-1113.31540405599,56.182205175792,1
-164.683967912941,-31.9826153917954,1
-137.770391927545,6.99101621987237,1
-109.688379619757,-0.859310019290124,1
-324.190334071711,-239.59927796376,1
-307.992188711608,-63.5903376843786,1
-85.5530137727281,-2.12996254904635,1
-49.7414566413411,-18.2079551155237,1
-319.869838093583,-230.936882947331,1
-95.332328003548,-17.9941072667081,1
-1242.54399083153,59.6637890505995,1
-97.0897403895633,-10.3661735771865,1
-161.816125933794,-3.2418488466389,1
-176.412138658234,-53.2414004978367,1
-327.855299451852,-66.995625533938,1
-243.236759934274,-10.8537695502257,1
-513.027082783528,42.9768710873301,1
-38.8672473117297,-13.84809676709,1
-327.546827226336,-136.763682649052,1
-161.091791032612,13.0148335682143,1
-1067.04047657316,29.9938506258496,1
-70.8812432590305,0.698827874404525,1
-167.64390104738,-31.5154603832535,1
-3.14061843274301,-0.570991244249884,1
-999.127345389206,35.6908866694758,1
-3229.56216982651,352.521703987055,1
-268.379453065886,-15.4954750716226,1
-249.644220547762,-18.6514518358593,1
-117.358077539511,13.6991891373562,1
-365.32126875237,-60.6529678094284,1
-610.691048583972,23.4925646628593,1
-1098.55514108236,77.1743449521699,1
-129.291640219,-14.7577144804189,1
-642.713003902345,37.9733792527091,1
-1538.19520724442,-1140.0396889072,1
-83.0682167357797,-5.38592658561441,1
-32.2558789251045,-4.76220873596331,1
-8985.74943178673,1367.60975380089,1
-193.71824030636,-11.8505771866856,1
-111.805128585294,4.59543831232804,1
-1038.66892900341,119.376421488718,1
-8987.72059975359,1367.94941360998,1
-3468.25749884552,469.958447792688,1
-68.2446706813294,-1.68750121556139,1
-159.003446407527,-4.52217755014602,1
-598.122242765012,-430.564303312005,1
-1477.24725141007,146.819475784355,1
-709.929514604812,42.3636787421336,1
-2223.70740114969,87.8244832554818,1
-1620.51826982928,91.8191330911236,1
-25.5322083956851,-7.05450877175754,1
-87.8225642723057,-3.48262668302076,1
-85.3076806755624,11.3444439531823,1
-88.8216252932663,-9.38088451199139,1
-129.291640219,-14.7577144804189,1
-208.033426700349,-36.6275279396478,1
-129.750142457112,-5.52291088352447,1
-1443.74883263228,-431.625019802221,1
-775.260207217045,-222.58589190596,1
-1184.10975554305,-330.479871694175,1
-1443.74883263228,-431.625019802221,1
-1586.0206996975,151.488950974175,1
-1022.89427821575,116.700869464831,1
-473.722803854165,29.2903525957237,1
-105.379900605138,6.60297389859678,1
-649.878844735484,-4.15079482760831,1
-1040.64066215454,119.712106955615,1
-51.5721475228101,-11.1878906357882,1
-1024.12922587403,-195.335165897162,1
-512.552075126377,22.0001443472943,1
-93.3876757549411,5.55489756549303,1
-511.037678128759,-28.7462051171608,1
-1628.40573329943,93.1553621739547,1
-756.158320866317,-134.216033735331,1
-300.620781400053,-26.1473535739252,1
-200.328556352747,-20.929890691506,1
-649.878844486658,-4.15079411168166,1
-197.367596947999,-21.4053495035044,1
-48.0779260576941,-14.3622463419023,1
-586.473646789401,-13.0997088880391,1
-104.56522312136,5.42707919545151,1
-1525.059420407,-929.644980907872,1
-1525.05939072583,-929.64495929246,1
-248.90427168356,9.57299182160869,1
-1443.74883263228,-431.625019802221,1
-1417.19698333783,-346.990656039051,1
-1417.19698403122,-346.990657575993,1
-39.99980786538,-8.57451390819815,1
-230.341857976323,5.39715257361374,1
-97.6624190249172,4.26853997948667,1
-37.9767543676216,3.31715210210177,1
-266.336121775573,8.45736314514198,1
-147.047563814622,-23.6985812895561,1
-522.197343825602,36.8955424221967,1
-240.960058336118,-92.8259105415754,1
-1296.33263348802,101.316641296568,1
-892.162869656658,92.0113352506372,1
-325.203964215444,-51.430834028958,1
-114.416970097422,7.12774216374313,1
-168.738909369474,-20.0320000410325,1
-93.9146189129434,-3.55975294872121,1
-165.228123928138,6.56614361854101,1
-124.115881198623,9.76288331507578,1
-158.637066775322,9.5368778241426,1
-112.323419163544,-4.4349997860358,1
-490.16949143086,-7.57992157114479,1
-203.146774666445,22.1893687109357,1
